date,year,month,tmax,tmin,prec
1998-03-08,1998,3,27.1,19.7,4.4
1998-03-09,1998,3,25.0,16.9,6.9
1998-03-10,1998,3,19.7,10.3,2.4
1998-03-11,1998,3,20.5,13.2,0
1998-03-12,1998,3,15.3,8.6,0
1998-03-13,1998,3,28.4,22.4,4.0
1998-03-14,1998,3,24.6,17.2,0
1998-03-15,1998,3,22.7,16.6,0
1998-03-16,1998,3,21.9,12.6,0
1998-03-17,1998,3,14.4,7.2,2.8
1998-03-18,1998,3,27.2,19.1,0
1998-03-19,1998,3,17.5,10.3,2.5
1998-03-20,1998,3,23.2,18.1,5.4
1998-03-21,1998,3,19.3,10.5,0
1998-03-22,1998,3,23.0,17.2,0
1998-03-23,1998,3,17.9,10.5,6.6
1998-03-24,1998,3,21.9,14.5,0
1998-03-25,1998,3,21.6,15.7,2.5
1998-03-26,1998,3,20.5,13.3,0
1998-03-27,1998,3,18.5,8.7,2.7
1998-03-28,1998,3,18.3,8.7,0
1998-03-29,1998,3,23.7,13.8,1.3
1998-03-30,1998,3,23.7,15.4,0
1998-03-31,1998,3,22.0,14.1,3.6
1998-04-01,1998,4,25.4,18.4,0
1998-04-02,1998,4,27.3,16.8,14.5
1998-04-03,1998,4,31.0,23.5,0
1998-04-04,1998,4,31.5,24.6,5.8
1998-04-05,1998,4,36.2,27.5,9.3
1998-04-06,1998,4,26.0,17.0,8.2
1998-04-07,1998,4,25.9,20.8,0
1998-04-08,1998,4,28.4,18.6,2.2
1998-04-09,1998,4,28.6,21.2,3.1
1998-04-10,1998,4,25.9,17.5,0
1998-04-11,1998,4,27.4,16.7,0
1998-04-12,1998,4,23.8,17.5,1.4
1998-04-13,1998,4,24.7,18.2,25.8
1998-04-14,1998,4,33.0,25.3,17.0
1998-04-15,1998,4,28.4,20.9,0
1998-04-16,1998,4,23.4,14.9,4.7
1998-04-17,1998,4,29.6,21.8,5.1
1998-04-18,1998,4,29.9,20.6,2.0
1998-04-19,1998,4,27.1,16.6,0
1998-04-20,1998,4,31.2,24.5,18.1
1998-04-21,1998,4,29.1,23.2,7.7
1998-04-22,1998,4,30.3,24.0,11.4
1998-04-23,1998,4,30.2,22.4,10.3
1998-04-24,1998,4,25.2,16.7,3.2
1998-04-25,1998,4,27.3,19.7,4.7
1998-04-26,1998,4,25.5,17.9,24.0
1998-04-27,1998,4,35.1,27.1,7.2
1998-04-28,1998,4,23.0,14.9,27.7
1998-04-29,1998,4,29.0,19.2,0
1998-04-30,1998,4,28.0,18.8,9.8
1998-05-01,1998,5,31.6,24.1,10.7
1998-05-02,1998,5,35.3,26.0,16.3
1998-05-03,1998,5,31.1,23.3,11.9
1998-05-04,1998,5,33.3,24.1,7.3
1998-05-05,1998,5,37.1,31.2,22.8
1998-05-06,1998,5,37.4,29.4,3.1
1998-05-07,1998,5,37.1,28.1,19.3
1998-05-08,1998,5,33.2,23.9,69.1
1998-05-09,1998,5,38.0,29.5,7.0
1998-05-10,1998,5,31.1,21.4,12.3
1998-05-11,1998,5,32.9,27.4,21.2
1998-05-12,1998,5,38.2,31.4,1.7
1998-05-13,1998,5,30.9,20.1,8.4
1998-05-14,1998,5,33.7,24.3,5.9
1998-05-15,1998,5,33.5,24.8,42.9
1998-05-16,1998,5,36.0,25.6,1.6
1998-05-17,1998,5,28.1,20.8,14.9
1998-05-18,1998,5,38.6,26.7,3.0
1998-05-19,1998,5,33.0,26.3,27.8
1998-05-20,1998,5,37.9,30.9,1.1
1998-05-21,1998,5,32.0,24.9,0
1998-05-22,1998,5,34.2,25.3,2.1
1998-05-23,1998,5,31.8,22.6,12.4
1998-05-24,1998,5,35.8,29.8,30.8
1998-05-25,1998,5,32.9,26.1,80.3
1998-05-26,1998,5,31.1,21.7,165.1
1998-05-27,1998,5,39.5,29.6,37.9
1998-05-28,1998,5,31.1,24.9,10.2
1998-05-29,1998,5,35.6,25.4,38.4
1998-05-30,1998,5,33.6,24.7,18.7
1998-05-31,1998,5,32.7,23.6,1.7
1998-06-01,1998,6,37.9,30.3,0.0
1998-06-02,1998,6,38.1,30.5,0.4
1998-06-03,1998,6,35.9,26.5,4.8
1998-06-04,1998,6,37.8,27.3,2.4
1998-06-05,1998,6,39.5,32.1,0.8
1998-06-06,1998,6,38.5,30.0,0.0
1998-06-07,1998,6,37.8,32.0,3.6
1998-06-08,1998,6,31.9,23.1,0.2
1998-06-09,1998,6,37.6,32.2,2.7
1998-06-10,1998,6,36.1,30.3,0.8
1998-06-11,1998,6,38.1,30.3,8.2
1998-06-12,1998,6,42.5,35.1,1.5
1998-06-13,1998,6,39.9,30.5,3.7
1998-06-14,1998,6,30.8,20.2,2.7
1998-06-15,1998,6,39.0,30.2,0.6
1998-06-16,1998,6,38.0,29.4,1.0
1998-06-17,1998,6,33.5,22.4,1.2
1998-06-18,1998,6,32.7,23.6,0.3
1998-06-19,1998,6,33.0,22.7,11.1
1998-06-20,1998,6,34.1,25.4,0.9
1998-06-21,1998,6,33.1,24.6,1.6
1998-06-22,1998,6,36.0,27.1,9.8
1998-06-23,1998,6,34.7,24.8,2.9
1998-06-24,1998,6,35.8,26.9,4.2
1998-06-25,1998,6,41.7,34.5,1.3
1998-06-26,1998,6,40.2,29.3,2.9
1998-06-27,1998,6,34.3,27.1,0.6
1998-06-28,1998,6,33.8,23.7,5.2
1998-06-29,1998,6,36.0,28.9,1.0
1998-06-30,1998,6,34.1,26.5,3.4
1998-07-01,1998,7,32.5,24.2,0.4
1998-07-02,1998,7,32.7,24.4,0.2
1998-07-03,1998,7,34.5,29.0,2.7
1998-07-04,1998,7,34.8,26.3,1.0
1998-07-05,1998,7,39.8,33.3,1.3
1998-07-06,1998,7,34.4,26.8,2.7
1998-07-07,1998,7,31.4,24.3,1.8
1998-07-08,1998,7,34.2,25.8,0.3
1998-07-09,1998,7,32.5,26.1,0.8
1998-07-10,1998,7,32.8,26.2,3.9
1998-07-11,1998,7,37.3,28.6,0.2
1998-07-12,1998,7,33.8,24.2,0.0
1998-07-13,1998,7,36.1,26.5,2.4
1998-07-14,1998,7,37.6,27.1,3.8
1998-07-15,1998,7,37.0,28.6,16.5
1998-07-16,1998,7,30.9,20.5,0.1
1998-07-17,1998,7,32.1,22.2,2.1
1998-07-18,1998,7,31.2,22.5,3.8
1998-07-19,1998,7,38.6,27.2,1.6
1998-07-20,1998,7,35.7,26.4,0.2
1998-07-21,1998,7,32.8,24.7,1.0
1998-07-22,1998,7,33.1,24.5,1.2
1998-07-23,1998,7,34.1,28.5,3.3
1998-07-24,1998,7,36.0,27.5,0.7
1998-07-25,1998,7,34.5,26.2,1.5
1998-07-26,1998,7,36.5,28.6,0.0
1998-07-27,1998,7,30.9,24.9,8.5
1998-07-28,1998,7,37.6,27.9,1.3
1998-07-29,1998,7,34.6,28.7,3.7
1998-07-30,1998,7,37.2,28.6,0.3
1998-07-31,1998,7,34.7,27.5,4.7
1998-08-01,1998,8,29.1,20.2,0.0
1998-08-02,1998,8,29.0,21.4,0.8
1998-08-03,1998,8,29.9,21.9,0.0
1998-08-04,1998,8,25.0,21.0,1.3
1998-08-05,1998,8,28.5,21.1,0.7
1998-08-06,1998,8,33.2,24.4,0.4
1998-08-07,1998,8,22.4,13.4,1.7
1998-08-08,1998,8,33.5,25.5,1.6
1998-08-09,1998,8,31.8,24.1,0.6
1998-08-10,1998,8,26.0,16.9,0.3
1998-08-11,1998,8,28.9,19.3,0.0
1998-08-12,1998,8,29.4,21.7,0.2
1998-08-13,1998,8,25.7,16.9,1.3
1998-08-14,1998,8,30.7,23.2,0.0
1998-08-15,1998,8,26.3,18.5,0.1
1998-08-16,1998,8,27.5,18.3,0.7
1998-08-17,1998,8,32.2,24.5,0.0
1998-08-18,1998,8,28.5,19.9,1.3
1998-08-19,1998,8,28.9,21.0,0.0
1998-08-20,1998,8,26.1,15.6,2.9
1998-08-21,1998,8,31.2,25.3,0.4
1998-08-22,1998,8,31.1,22.5,1.0
1998-08-23,1998,8,27.1,17.7,0.6
1998-08-24,1998,8,28.8,22.1,1.4
1998-08-25,1998,8,28.5,20.4,0.1
1998-08-26,1998,8,26.8,16.6,0.9
1998-08-27,1998,8,31.2,24.8,1.2
1998-08-28,1998,8,31.2,24.5,0.7
1998-08-29,1998,8,31.3,22.2,0.2
1998-08-30,1998,8,28.6,20.5,0.0
1998-08-31,1998,8,27.3,19.5,1.6
1998-09-01,1998,9,17.6,12.1,0.0
1998-09-02,1998,9,20.0,10.2,0.0
1998-09-03,1998,9,17.7,9.4,0.4
1998-09-04,1998,9,17.0,7.2,0.2
1998-09-05,1998,9,25.4,15.6,0.0
1998-09-06,1998,9,18.5,11.4,0.0
1998-09-07,1998,9,21.8,14.3,0.0
1998-09-08,1998,9,18.2,11.8,0.4
1998-09-09,1998,9,21.2,14.4,0.0
1998-09-10,1998,9,17.5,10.3,0.3
1998-09-11,1998,9,20.4,11.8,0.0
1998-09-12,1998,9,19.5,10.0,0.0
1998-09-13,1998,9,20.3,11.5,0.0
1998-09-14,1998,9,16.7,7.1,0.0
1998-09-15,1998,9,21.4,12.2,0.0
1998-09-16,1998,9,13.0,4.1,0.0
1998-09-17,1998,9,23.9,16.5,0.0
1998-09-18,1998,9,22.8,13.1,0.0
1998-09-19,1998,9,19.8,10.0,0.0
1998-09-20,1998,9,24.0,14.5,0.0
1998-09-21,1998,9,22.4,14.2,0.0
1998-09-22,1998,9,27.5,21.0,0.0
1998-09-23,1998,9,16.4,9.2,0.0
1998-09-24,1998,9,21.1,12.6,0.0
1998-09-25,1998,9,18.2,10.4,0.0
1998-09-26,1998,9,20.4,15.2,0.0
1998-09-27,1998,9,21.3,13.0,0.0
1998-09-28,1998,9,18.2,10.6,0.2
1998-09-29,1998,9,16.9,7.3,0.0
1998-09-30,1998,9,23.2,14.5,0.0
1998-10-01,1998,10,14.3,5.7,0.3
1998-10-02,1998,10,15.7,6.5,10.5
1998-10-03,1998,10,15.6,8.5,0
1998-10-04,1998,10,11.7,1.1,7.3
1998-10-05,1998,10,16.7,7.3,9.3
1998-10-06,1998,10,11.1,2.8,0
1998-10-07,1998,10,14.4,7.4,8.4
1998-10-08,1998,10,13.8,3.0,8.9
1998-10-09,1998,10,14.0,5.7,0
1998-10-10,1998,10,10.1,2.8,5.4
1998-10-11,1998,10,13.3,6.6,8.5
1998-10-12,1998,10,14.2,6.4,0
1998-10-13,1998,10,15.2,6.1,0.2
1998-10-14,1998,10,14.5,3.9,3.7
1998-10-15,1998,10,18.2,9.4,4.8
1998-10-16,1998,10,15.3,5.9,16.1
1998-10-17,1998,10,12.0,4.4,8.7
1998-10-18,1998,10,17.3,9.0,4.8
1998-10-19,1998,10,13.5,5.8,59.1
1998-10-20,1998,10,17.7,9.9,9.2
1998-10-21,1998,10,13.7,7.4,7.3
1998-10-22,1998,10,16.4,7.9,0.6
1998-10-23,1998,10,13.3,6.9,4.0
1998-10-24,1998,10,15.6,9.9,2.6
1998-10-25,1998,10,11.0,1.3,0.2
1998-10-26,1998,10,14.4,8.8,20.7
1998-10-27,1998,10,13.9,5.3,0
1998-10-28,1998,10,12.9,3.2,3.5
1998-10-29,1998,10,16.4,9.4,15.7
1998-10-30,1998,10,12.1,5.4,0
1998-10-31,1998,10,16.8,9.7,13.8
1998-11-01,1998,11,8.5,-0.1,10.4
1998-11-02,1998,11,5.5,-5.2,8.2
1998-11-03,1998,11,10.3,3.7,62.3
1998-11-04,1998,11,5.4,-4.1,0
1998-11-05,1998,11,1.3,-7.1,20.8
1998-11-06,1998,11,2.4,-6.5,4.7
1998-11-07,1998,11,4.0,-4.2,0
1998-11-08,1998,11,5.3,-1.3,6.3
1998-11-09,1998,11,3.4,-8.8,41.2
1998-11-10,1998,11,9.1,2.2,9.3
1998-11-11,1998,11,6.8,-1.9,26.6
1998-11-12,1998,11,14.0,5.4,1.6
1998-11-13,1998,11,6.8,-1.3,15.9
1998-11-14,1998,11,5.8,-3.6,16.2
1998-11-15,1998,11,13.0,3.7,11.4
1998-11-16,1998,11,7.4,-1.3,18.9
1998-11-17,1998,11,10.6,3.2,19.7
1998-11-18,1998,11,9.8,2.2,23.3
1998-11-19,1998,11,7.3,-0.7,0.3
1998-11-20,1998,11,14.1,8.9,0
1998-11-21,1998,11,5.7,-2.4,74.4
1998-11-22,1998,11,0.7,-6.0,89.4
1998-11-23,1998,11,12.9,4.4,52.0
1998-11-24,1998,11,7.8,-1.1,32.5
1998-11-25,1998,11,1.5,-5.2,17.5
1998-11-26,1998,11,4.0,-3.9,18.6
1998-11-27,1998,11,1.3,-8.0,23.3
1998-11-28,1998,11,11.5,1.9,29.2
1998-11-29,1998,11,4.9,-4.6,27.7
1998-11-30,1998,11,7.0,-0.8,30.4
1998-12-01,1998,12,3.1,-4.3,0
1998-12-02,1998,12,3.7,-5.5,0
1998-12-03,1998,12,8.9,-0.3,0
1998-12-04,1998,12,5.2,-2.8,5.9
1998-12-05,1998,12,6.9,-0.3,0
1998-12-06,1998,12,6.0,-4.2,0
1998-12-07,1998,12,10.6,6.1,102.6
1998-12-08,1998,12,11.8,4.1,1.0
1998-12-09,1998,12,3.7,-4.6,60.6
1998-12-10,1998,12,8.8,3.4,83.5
1998-12-11,1998,12,9.7,1.1,0
1998-12-12,1998,12,6.1,-1.3,8.8
1998-12-13,1998,12,11.4,1.3,1.3
1998-12-14,1998,12,9.3,-0.5,6.8
1998-12-15,1998,12,10.2,5.4,92.6
1998-12-16,1998,12,9.0,0.5,36.4
1998-12-17,1998,12,9.2,-0.8,8.5
1998-12-18,1998,12,3.6,-1.9,4.6
1998-12-19,1998,12,3.2,-3.1,2.4
1998-12-20,1998,12,11.3,2.6,22.8
1998-12-21,1998,12,5.2,-5.2,4.8
1998-12-22,1998,12,8.3,0.2,56.9
1998-12-23,1998,12,2.8,-5.1,56.2
1998-12-24,1998,12,8.3,-0.3,42.5
1998-12-25,1998,12,0.8,-8.3,83.8
1998-12-26,1998,12,5.1,-1.6,13.6
1998-12-27,1998,12,4.4,-4.1,22.7
1998-12-28,1998,12,4.5,-5.0,14.1
1998-12-29,1998,12,8.3,-0.5,9.2
1998-12-30,1998,12,6.1,-2.3,21.5
1998-12-31,1998,12,6.0,-4.1,11.9
1999-01-01,1999,1,13.1,4.9,21.2
1999-01-02,1999,1,10.4,4.6,15.7
1999-01-03,1999,1,6.0,1.2,0
1999-01-04,1999,1,7.9,1.0,11.1
1999-01-05,1999,1,4.3,-3.5,38.9
1999-01-06,1999,1,11.2,5.8,19.8
1999-01-07,1999,1,5.2,-1.7,15.7
1999-01-08,1999,1,7.8,-0.3,19.8
1999-01-09,1999,1,7.3,0.8,54.2
1999-01-10,1999,1,6.6,0.6,41.4
1999-01-11,1999,1,13.3,5.5,2.7
1999-01-12,1999,1,7.5,-1.4,22.4
1999-01-13,1999,1,6.8,-0.3,4.6
1999-01-14,1999,1,13.0,4.6,78.1
1999-01-15,1999,1,11.2,4.6,12.1
1999-01-16,1999,1,12.6,3.6,31.0
1999-01-17,1999,1,9.0,4.3,7.2
1999-01-18,1999,1,5.5,-3.0,25.3
1999-01-19,1999,1,10.1,1.8,2.4
1999-01-20,1999,1,3.0,-5.3,0
1999-01-21,1999,1,6.0,-2.4,25.6
1999-01-22,1999,1,4.6,-4.7,3.1
1999-01-23,1999,1,9.6,2.3,35.1
1999-01-24,1999,1,6.0,-2.3,2.0
1999-01-25,1999,1,11.7,5.4,24.1
1999-01-26,1999,1,10.6,2.8,27.1
1999-01-27,1999,1,6.2,-2.8,9.3
1999-01-28,1999,1,8.4,2.2,30.5
1999-01-29,1999,1,10.0,-1.8,0
1999-01-30,1999,1,6.8,-3.9,3.7
1999-01-31,1999,1,7.0,-2.7,29.1
1999-02-01,1999,2,9.5,1.8,0
1999-02-02,1999,2,17.6,7.2,0
1999-02-03,1999,2,17.2,9.9,9.1
1999-02-04,1999,2,13.9,9.4,18.0
1999-02-05,1999,2,11.4,4.5,0
1999-02-06,1999,2,12.4,2.2,13.1
1999-02-07,1999,2,17.5,9.0,4.8
1999-02-08,1999,2,14.7,4.6,1.1
1999-02-09,1999,2,17.9,11.1,0
1999-02-10,1999,2,11.5,7.1,32.8
1999-02-11,1999,2,14.8,4.7,23.6
1999-02-12,1999,2,20.3,13.5,0
1999-02-13,1999,2,12.3,1.8,0
1999-02-14,1999,2,14.6,7.9,0
1999-02-15,1999,2,15.9,9.7,0
1999-02-16,1999,2,13.4,5.6,0
1999-02-17,1999,2,12.6,6.1,19.7
1999-02-18,1999,2,15.1,7.1,9.5
1999-02-19,1999,2,15.4,9.9,0
1999-02-20,1999,2,15.2,6.3,0
1999-02-21,1999,2,13.5,7.5,0
1999-02-22,1999,2,10.5,1.5,0
1999-02-23,1999,2,7.4,-2.8,4.9
1999-02-24,1999,2,12.3,3.4,2.9
1999-02-25,1999,2,13.3,0.7,0
1999-02-26,1999,2,14.2,6.3,6.0
1999-02-27,1999,2,14.0,6.2,28.2
1999-02-28,1999,2,15.9,6.2,4.4
1999-03-01,1999,3,22.8,13.4,0
1999-03-02,1999,3,21.6,15.0,1.9
1999-03-03,1999,3,20.5,11.6,0
1999-03-04,1999,3,26.8,18.1,0
1999-03-05,1999,3,18.5,11.7,3.2
1999-03-06,1999,3,22.8,15.2,0
1999-03-07,1999,3,23.6,16.2,5.4
1999-03-08,1999,3,23.4,15.4,0
1999-03-09,1999,3,19.2,10.5,0
1999-03-10,1999,3,18.0,9.2,3.7
1999-03-11,1999,3,19.4,11.5,0
1999-03-12,1999,3,22.2,14.8,0
1999-03-13,1999,3,22.2,13.8,1.1
1999-03-14,1999,3,20.5,12.6,1.6
1999-03-15,1999,3,22.3,14.5,0
1999-03-16,1999,3,18.8,7.2,7.2
1999-03-17,1999,3,18.8,9.4,0
1999-03-18,1999,3,21.3,14.8,0
1999-03-19,1999,3,26.8,19.7,0
1999-03-20,1999,3,19.9,12.2,0
1999-03-21,1999,3,18.1,7.7,0
1999-03-22,1999,3,17.6,10.8,4.0
1999-03-23,1999,3,19.5,11.8,7.9
1999-03-24,1999,3,24.2,16.4,0
1999-03-25,1999,3,21.5,15.5,0
1999-03-26,1999,3,26.5,19.4,0
1999-03-27,1999,3,21.9,13.5,1.6
1999-03-28,1999,3,15.4,6.8,0
1999-03-29,1999,3,18.6,12.2,0
1999-03-30,1999,3,20.2,11.9,3.6
1999-03-31,1999,3,20.1,11.7,0
1999-04-01,1999,4,31.9,26.8,0
1999-04-02,1999,4,27.1,18.3,3.8
1999-04-03,1999,4,28.7,21.0,29.5
1999-04-04,1999,4,29.0,22.6,0
1999-04-05,1999,4,28.2,20.2,0.4
1999-04-06,1999,4,34.1,25.9,3.6
1999-04-07,1999,4,26.0,15.7,0
1999-04-08,1999,4,28.8,21.1,0
1999-04-09,1999,4,32.9,26.7,17.4
1999-04-10,1999,4,27.6,19.3,0
1999-04-11,1999,4,31.4,24.8,0
1999-04-12,1999,4,28.3,20.6,3.9
1999-04-13,1999,4,29.0,21.3,3.4
1999-04-14,1999,4,29.9,23.1,13.0
1999-04-15,1999,4,26.2,21.4,16.5
1999-04-16,1999,4,29.4,22.4,0
1999-04-17,1999,4,26.9,19.7,14.9
1999-04-18,1999,4,29.3,21.8,8.2
1999-04-19,1999,4,25.9,18.8,1.7
1999-04-20,1999,4,30.3,20.3,6.6
1999-04-21,1999,4,29.4,21.6,4.5
1999-04-22,1999,4,29.6,22.0,0
1999-04-23,1999,4,29.3,22.3,14.8
1999-04-24,1999,4,27.0,19.8,0
1999-04-25,1999,4,34.5,27.6,6.1
1999-04-26,1999,4,25.9,16.6,7.8
1999-04-27,1999,4,31.9,20.8,8.4
1999-04-28,1999,4,29.2,20.8,2.9
1999-04-29,1999,4,33.3,26.5,3.0
1999-04-30,1999,4,26.1,17.4,0
1999-05-01,1999,5,31.5,24.8,0
1999-05-02,1999,5,29.6,20.3,32.1
1999-05-03,1999,5,32.9,25.7,3.5
1999-05-04,1999,5,31.8,21.6,42.5
1999-05-05,1999,5,33.0,25.3,16.9
1999-05-06,1999,5,34.5,25.6,14.3
1999-05-07,1999,5,34.0,24.7,5.9
1999-05-08,1999,5,39.0,30.6,35.7
1999-05-09,1999,5,28.3,20.4,17.2
1999-05-10,1999,5,33.0,24.8,4.3
1999-05-11,1999,5,32.0,22.3,24.5
1999-05-12,1999,5,33.4,27.3,9.1
1999-05-13,1999,5,36.7,30.5,5.5
1999-05-14,1999,5,32.6,26.4,4.5
1999-05-15,1999,5,35.1,27.5,0
1999-05-16,1999,5,38.8,33.1,34.2
1999-05-17,1999,5,37.8,27.7,24.7
1999-05-18,1999,5,33.6,28.4,0
1999-05-19,1999,5,36.2,26.6,4.6
1999-05-20,1999,5,30.3,22.6,48.6
1999-05-21,1999,5,37.6,28.6,0
1999-05-22,1999,5,37.9,30.1,6.3
1999-05-23,1999,5,32.6,24.4,20.8
1999-05-24,1999,5,29.7,23.4,3.8
1999-05-25,1999,5,39.2,29.9,1.7
1999-05-26,1999,5,33.6,27.8,0
1999-05-27,1999,5,36.4,28.3,1.4
1999-05-28,1999,5,34.9,27.7,155.4
1999-05-29,1999,5,38.0,29.7,0
1999-05-30,1999,5,33.4,24.4,8.1
1999-05-31,1999,5,36.5,25.7,32.9
1999-06-01,1999,6,30.5,21.8,6.7
1999-06-02,1999,6,32.0,22.5,5.0
1999-06-03,1999,6,33.0,22.8,1.2
1999-06-04,1999,6,36.0,27.2,0.5
1999-06-05,1999,6,40.4,34.4,1.7
1999-06-06,1999,6,36.0,27.0,8.3
1999-06-07,1999,6,35.0,25.2,4.1
1999-06-08,1999,6,37.6,28.0,3.6
1999-06-09,1999,6,43.2,33.1,1.5
1999-06-10,1999,6,34.1,26.6,5.7
1999-06-11,1999,6,35.2,26.2,0.0
1999-06-12,1999,6,33.4,25.8,2.2
1999-06-13,1999,6,41.8,32.3,1.6
1999-06-14,1999,6,34.3,25.4,3.1
1999-06-15,1999,6,39.0,31.1,0.4
1999-06-16,1999,6,37.4,31.0,1.7
1999-06-17,1999,6,37.0,28.0,1.9
1999-06-18,1999,6,37.8,29.6,0.0
1999-06-19,1999,6,29.0,20.0,2.9
1999-06-20,1999,6,35.3,28.9,1.1
1999-06-21,1999,6,42.4,36.2,0.0
1999-06-22,1999,6,43.8,36.9,0.8
1999-06-23,1999,6,33.7,25.3,0.0
1999-06-24,1999,6,26.6,16.3,1.1
1999-06-25,1999,6,36.4,28.1,0.8
1999-06-26,1999,6,35.9,27.8,1.6
1999-06-27,1999,6,40.4,31.2,0.0
1999-06-28,1999,6,32.7,26.9,7.7
1999-06-29,1999,6,35.1,26.8,2.0
1999-06-30,1999,6,33.3,23.4,4.1
1999-07-01,1999,7,31.4,24.6,1.8
1999-07-02,1999,7,35.1,26.2,0.3
1999-07-03,1999,7,34.6,25.9,3.6
1999-07-04,1999,7,34.6,27.4,0.0
1999-07-05,1999,7,37.2,28.4,1.6
1999-07-06,1999,7,29.4,23.1,0.1
1999-07-07,1999,7,30.9,22.6,3.3
1999-07-08,1999,7,36.6,29.6,0.2
1999-07-09,1999,7,34.8,26.9,3.7
1999-07-10,1999,7,32.0,23.9,0.3
1999-07-11,1999,7,33.8,24.7,0.1
1999-07-12,1999,7,33.0,26.4,6.1
1999-07-13,1999,7,30.9,24.4,3.5
1999-07-14,1999,7,33.8,28.6,0.0
1999-07-15,1999,7,30.2,22.1,3.5
1999-07-16,1999,7,38.3,31.1,2.6
1999-07-17,1999,7,31.3,23.8,0.0
1999-07-18,1999,7,32.1,26.9,4.9
1999-07-19,1999,7,30.5,23.4,1.3
1999-07-20,1999,7,36.3,28.9,2.8
1999-07-21,1999,7,38.9,30.3,0.0
1999-07-22,1999,7,37.3,30.6,0.0
1999-07-23,1999,7,32.7,24.7,0.2
1999-07-24,1999,7,31.8,25.9,0.8
1999-07-25,1999,7,31.6,22.7,0.8
1999-07-26,1999,7,34.1,26.8,1.7
1999-07-27,1999,7,34.6,25.1,1.9
1999-07-28,1999,7,35.8,29.3,0.6
1999-07-29,1999,7,28.7,20.6,1.9
1999-07-30,1999,7,32.5,27.1,0.0
1999-07-31,1999,7,35.5,26.3,0.4
1999-08-01,1999,8,31.7,22.7,1.0
1999-08-02,1999,8,33.9,28.8,0.9
1999-08-03,1999,8,30.7,19.3,0.0
1999-08-04,1999,8,31.5,22.9,0.0
1999-08-05,1999,8,27.9,21.6,2.4
1999-08-06,1999,8,27.6,17.9,0.6
1999-08-07,1999,8,35.0,28.8,2.1
1999-08-08,1999,8,29.7,24.4,0.4
1999-08-09,1999,8,24.9,17.4,0.3
1999-08-10,1999,8,28.4,20.2,1.2
1999-08-11,1999,8,31.0,20.2,0.0
1999-08-12,1999,8,27.7,20.7,0.2
1999-08-13,1999,8,29.1,20.6,0.3
1999-08-14,1999,8,30.8,23.7,0.0
1999-08-15,1999,8,31.6,20.5,1.4
1999-08-16,1999,8,28.5,21.0,0.3
1999-08-17,1999,8,30.1,22.2,1.3
1999-08-18,1999,8,29.3,22.1,0.0
1999-08-19,1999,8,35.8,27.3,0.7
1999-08-20,1999,8,27.3,18.7,0.0
1999-08-21,1999,8,30.4,22.5,0.0
1999-08-22,1999,8,29.3,21.7,1.3
1999-08-23,1999,8,29.0,20.0,0.0
1999-08-24,1999,8,31.3,26.4,0.0
1999-08-25,1999,8,33.0,28.1,0.0
1999-08-26,1999,8,29.3,18.9,0.0
1999-08-27,1999,8,21.4,12.2,1.4
1999-08-28,1999,8,29.1,20.0,0.9
1999-08-29,1999,8,25.4,17.0,0.0
1999-08-30,1999,8,31.5,22.8,0.3
1999-08-31,1999,8,27.9,18.7,0.8
1999-09-01,1999,9,19.2,11.5,0.0
1999-09-02,1999,9,20.4,12.7,0.4
1999-09-03,1999,9,19.4,11.2,0.0
1999-09-04,1999,9,22.5,15.3,0.1
1999-09-05,1999,9,23.0,17.0,0.0
1999-09-06,1999,9,24.6,17.6,0.0
1999-09-07,1999,9,17.1,9.3,0.0
1999-09-08,1999,9,18.4,9.5,0.0
1999-09-09,1999,9,17.2,9.8,0.2
1999-09-10,1999,9,25.0,17.5,0.0
1999-09-11,1999,9,18.2,9.3,0.0
1999-09-12,1999,9,16.7,10.1,0.0
1999-09-13,1999,9,20.8,12.7,0.0
1999-09-14,1999,9,25.4,17.3,0.0
1999-09-15,1999,9,24.5,19.0,0.0
1999-09-16,1999,9,23.8,15.4,0.0
1999-09-17,1999,9,23.7,13.6,0.0
1999-09-18,1999,9,25.2,17.7,0.0
1999-09-19,1999,9,23.6,16.0,0.0
1999-09-20,1999,9,21.1,13.3,0.0
1999-09-21,1999,9,24.5,16.6,0.0
1999-09-22,1999,9,21.9,12.0,0.1
1999-09-23,1999,9,22.1,13.3,0.1
1999-09-24,1999,9,21.7,14.9,0.0
1999-09-25,1999,9,17.0,9.2,0.0
1999-09-26,1999,9,13.4,4.5,0.0
1999-09-27,1999,9,22.8,12.4,0.0
1999-09-28,1999,9,25.4,18.0,0.8
1999-09-29,1999,9,23.3,16.0,0.0
1999-09-30,1999,9,18.7,11.8,0.3
1999-10-01,1999,10,12.2,2.0,0
1999-10-02,1999,10,11.5,3.5,0
1999-10-03,1999,10,11.4,1.9,1.0
1999-10-04,1999,10,13.5,3.7,0
1999-10-05,1999,10,18.0,12.3,19.3
1999-10-06,1999,10,11.3,4.1,8.4
1999-10-07,1999,10,10.3,0.7,4.2
1999-10-08,1999,10,11.6,4.5,9.4
1999-10-09,1999,10,12.4,2.1,3.6
1999-10-10,1999,10,20.4,12.5,27.7
1999-10-11,1999,10,14.5,8.9,6.4
1999-10-12,1999,10,14.4,7.8,4.9
1999-10-13,1999,10,15.1,6.1,3.8
1999-10-14,1999,10,11.2,3.2,0.8
1999-10-15,1999,10,13.4,5.4,6.1
